Size of Data, Degree of Sortedness, Bubble Runtime, Bubble Footprint, Selection Runtime, Selection Footprint, Insertion Runtime, Insertion Footprint, MergeSort Runtime, MergeSort Footprint, QuickSort Runtime, QuickSort Footprint
7310, 13909904, 5.05672556, 16.62500000, 2.40468316, 16.62500000, 2.92266320, 16.62500000, 0.30279372, 16.62500000, 0.26555072, 16.62500000
7410, 14300084, 5.19483120, 16.62500000, 2.51631442, 16.62500000, 2.70471876, 16.62500000, 0.30766072, 16.62500000, 0.27082284, 16.62500000
7510, 14690901, 5.52323900, 16.62500000, 2.52495898, 16.62500000, 2.61056440, 16.62500000, 0.31224782, 16.62500000, 0.26688104, 16.62500000
7610, 15107653, 5.67944752, 16.62500000, 2.66230470, 16.62500000, 2.68596302, 16.62500000, 0.31146962, 16.62500000, 0.26755156, 16.62500000
7710, 15524525, 5.80166322, 16.62500000, 2.69663664, 16.62500000, 2.91757910, 16.62500000, 0.31966448, 16.62500000, 0.26288452, 16.62500000
7810, 15985483, 5.81667998, 16.69609375, 2.77967596, 16.69609375, 2.80435530, 16.69609375, 0.31585838, 16.71484375, 0.27407970, 16.71484375
7910, 16365877, 5.92328902, 16.71875000, 2.77253898, 16.71875000, 2.87111966, 16.71875000, 0.33071168, 16.71875000, 0.28358232, 16.71875000
8010, 16827721, 6.17510462, 16.71875000, 2.98108190, 16.71875000, 2.99275300, 16.71875000, 0.33918836, 16.71875000, 0.30683468, 16.71875000
8110, 17282898, 6.29264542, 16.72500000, 2.91586698, 16.72500000, 3.01261826, 16.72500000, 0.35101842, 16.72656250, 0.31619902, 16.72656250
8210, 17759031, 6.41597214, 16.72656250, 2.97395600, 16.72656250, 3.11292258, 16.72656250, 0.33607616, 16.72656250, 0.28197530, 16.72656250
8310, 18166535, 6.51026624, 16.72656250, 3.07032842, 16.72656250, 3.18371738, 16.72656250, 0.30583922, 16.72656250, 0.26796178, 16.72656250
8410, 18531124, 7.05215398, 16.72656250, 3.10994562, 16.72656250, 3.24117124, 16.72656250, 0.32771378, 16.72656250, 0.27715444, 16.72656250
8510, 18970902, 6.90446566, 16.72656250, 3.23247726, 16.72656250, 3.29669314, 16.72656250, 0.31657404, 16.72656250, 0.27873302, 16.72656250
8610, 19417313, 7.14434954, 16.72656250, 3.27133736, 16.72656250, 3.36189368, 16.72656250, 0.32818376, 16.72656250, 0.29740534, 16.72656250
8710, 19826526, 7.15039396, 16.72656250, 3.40914438, 16.72656250, 3.45046176, 16.72656250, 0.32636306, 16.72656250, 0.29478398, 16.72656250
8810, 20221491, 7.64515452, 16.72656250, 3.41687060, 16.72656250, 3.52730162, 16.72656250, 0.33080430, 16.72656250, 0.28553642, 16.72656250
