Size of Data, Degree of Sortedness, Bubble Runtime, Bubble Footprint, Selection Runtime, Selection Footprint, Insertion Runtime, Insertion Footprint, MergeSort Runtime, MergeSort Footprint, QuickSort Runtime, QuickSort Footprint
17410, 75455695, 27.59307126, 16.34843750, 12.95972106, 16.34843750, 12.62465050, 16.34843750, 0.45009490, 16.52343750, 0.34014936, 16.34765625
17510, 76360181, 28.30510530, 16.34765625, 13.29181490, 16.34765625, 13.67324824, 16.34765625, 0.42334946, 16.52343750, 0.33723432, 16.34765625
17610, 77288698, 28.68166586, 16.38750000, 13.34591380, 16.38750000, 12.94574766, 16.38750000, 0.43381100, 16.57343750, 0.33749170, 16.39843750
17710, 78235754, 28.59077540, 16.40937500, 14.14160828, 16.40937500, 13.49847282, 16.40937500, 0.43211332, 16.58593750, 0.34011286, 16.41015625
17810, 79057394, 29.10060520, 16.41015625, 13.80890324, 16.41015625, 13.29750866, 16.41015625, 0.44927812, 16.58984375, 0.34334810, 16.41015625
17910, 79968300, 29.70067886, 16.41406250, 13.73528490, 16.41406250, 13.30653132, 16.41406250, 0.43200686, 16.58984375, 0.33758724, 16.41406250
18010, 80874381, 29.63662164, 16.41093750, 13.85213888, 16.41093750, 13.57510344, 16.41093750, 0.42733164, 16.58593750, 0.33602644, 16.41015625
18110, 81791734, 30.57544958, 16.41328125, 14.03498976, 16.41328125, 13.73601516, 16.41328125, 0.43907676, 16.58984375, 0.34160582, 16.41406250
18210, 82670827, 30.30079470, 16.41718750, 14.34884162, 16.41718750, 14.21544188, 16.41718750, 0.45342532, 16.59375000, 0.34869462, 16.41796875
18310, 83593034, 30.42523924, 16.41796875, 14.98942222, 16.41796875, 15.09768304, 16.41796875, 0.45042308, 16.59375000, 0.33581982, 16.41796875
18410, 84445390, 31.40378786, 16.41484375, 14.49730182, 16.41484375, 14.18866608, 16.41484375, 0.45278692, 16.58984375, 0.34430530, 16.41406250
18510, 85368812, 31.82614318, 16.41718750, 15.28640740, 16.41718750, 14.55759232, 16.41718750, 0.46103798, 16.59765625, 0.35003790, 16.41796875
18610, 86373866, 31.30039870, 16.42187500, 14.75116686, 16.42187500, 14.53756912, 16.42187500, 0.44678434, 16.59765625, 0.33944384, 16.42187500
18710, 87321915, 32.80395924, 16.42500000, 14.94453054, 16.42500000, 14.92072790, 16.42500000, 0.45276254, 16.60546875, 0.35443954, 16.42578125
18810, 88260097, 33.07721388, 16.41953125, 15.01128256, 16.41953125, 14.73980968, 16.41953125, 0.46043316, 16.60156250, 0.34551894, 16.41796875
18910, 89211791, 32.42565950, 16.42109375, 15.19729326, 16.42109375, 14.83367348, 16.42109375, 0.45782164, 16.60546875, 0.33715026, 16.42187500
19010, 90157553, 32.91522588, 16.42500000, 15.31455382, 16.42500000, 15.05895204, 16.42500000, 0.46433578, 16.60937500, 0.35381790, 16.42578125
19110, 91150257, 35.19950192, 16.42265625, 16.42173836, 16.42265625, 15.70802256, 16.42265625, 0.45493886, 16.60937500, 0.34881350, 16.42187500
19210, 92125453, 34.04414028, 16.42265625, 16.19897716, 16.42265625, 16.60107402, 16.42265625, 0.44436626, 16.60937500, 0.34518898, 16.42187500
19310, 93099241, 34.35471754, 16.42578125, 15.89571960, 16.42578125, 15.77073758, 16.42578125, 0.46872676, 16.61328125, 0.35581972, 16.42578125
19410, 94124077, 34.46058608, 16.42968750, 16.49723064, 16.42968750, 15.67623888, 16.42968750, 0.46013988, 16.61718750, 0.35306506, 16.42968750
19510, 95086832, 35.10089614, 16.42968750, 16.16426378, 16.42968750, 15.90294670, 16.42968750, 0.46301962, 16.61718750, 0.34459522, 16.42968750
19610, 96147663, 35.00153956, 16.42968750, 17.43308564, 16.42968750, 15.97541520, 16.42968750, 0.50133994, 16.61718750, 0.35646968, 16.42968750
19710, 97112617, 35.70370742, 16.43281250, 16.57955144, 16.43281250, 16.66395482, 16.43281250, 0.47407888, 16.62109375, 0.36476652, 16.43359375
19810, 98043014, 35.95173432, 16.43359375, 16.80914516, 16.43359375, 16.28866762, 16.43359375, 0.46768344, 16.62031250, 0.35066310, 16.43359375
19910, 99079891, 36.75982816, 16.43359375, 16.88184520, 16.43359375, 16.64548916, 16.43359375, 0.47412976, 16.62890625, 0.35404848, 16.43359375
20010, 100005227, 37.82344424, 16.43359375, 16.99325680, 16.43359375, 16.80143530, 16.43359375, 0.46985232, 16.62890625, 0.34120552, 16.43359375
20110, 101016143, 37.04264082, 16.43671875, 17.24126546, 16.43671875, 17.92809322, 16.43671875, 0.51539764, 16.63281250, 0.38395218, 16.43750000
20210, 101941827, 36.83605838, 16.45546875, 17.51535962, 16.45546875, 17.11649204, 16.45546875, 0.46048108, 16.63671875, 0.35591512, 16.44140625
20310, 102904353, 38.57213270, 16.45234375, 17.53946716, 16.45234375, 17.20879690, 16.45234375, 0.46845614, 16.64062500, 0.35170398, 16.43750000
20410, 103834315, 38.12781288, 16.44062500, 17.88658494, 16.44062500, 17.58528104, 16.44062500, 0.46117804, 16.64453125, 0.40617060, 16.44140625
20510, 104726245, 40.04180960, 16.44140625, 17.99075906, 16.44140625, 17.58676484, 16.44140625, 0.47660514, 16.64453125, 0.35871622, 16.44140625
20610, 105714286, 38.98729350, 16.44453125, 18.32610080, 16.44453125, 18.93509668, 16.44453125, 0.47342514, 16.65078125, 0.35778372, 16.44765625
20710, 106785400, 39.66126026, 16.45781250, 18.22619360, 16.45781250, 18.24424516, 16.45781250, 0.47118602, 16.66015625, 0.35419948, 16.45703125
20810, 107871474, 39.29498042, 16.46015625, 18.42184670, 16.46015625, 19.08082994, 16.46015625, 0.46723208, 16.66796875, 0.34862548, 16.46093750
20910, 108964177, 40.06971998, 16.46484375, 19.63988768, 16.46484375, 18.48146834, 16.46484375, 0.48028924, 16.66796875, 0.35264390, 16.46484375
21010, 110101275, 40.39095302, 16.46484375, 19.74881244, 16.46484375, 18.45933302, 16.46484375, 0.47260756, 16.66796875, 0.35193158, 16.46484375
21110, 111212448, 42.04783036, 16.46171875, 18.88656762, 16.46171875, 18.80087462, 16.46171875, 0.46760864, 16.66406250, 0.35312810, 16.46093750
21210, 112304540, 41.38844056, 16.46406250, 19.17294756, 16.46406250, 18.56613574, 16.46406250, 0.48094402, 16.66406250, 0.36305318, 16.46484375
21310, 113300018, 41.66375008, 16.46796875, 19.42633260, 16.46796875, 18.97507456, 16.46796875, 0.47614284, 16.67578125, 0.35524434, 16.46875000
21410, 114349032, 42.09802860, 16.46875000, 19.48985450, 16.46875000, 19.02072156, 16.46875000, 0.46959408, 16.67578125, 0.34930676, 16.46875000
21510, 115376618, 42.63555550, 16.46562500, 20.14785998, 16.46562500, 19.18876364, 16.46562500, 0.48134306, 16.67187500, 0.35971128, 16.46484375
21610, 116366891, 42.86104110, 16.46796875, 20.09377450, 16.46796875, 19.43594042, 16.46796875, 0.47205144, 16.67968750, 0.35883154, 16.46875000
21710, 117514045, 42.64731854, 16.47265625, 20.06137624, 16.47265625, 19.47800236, 16.47265625, 0.48669384, 16.69140625, 0.37239796, 16.47265625
21810, 118574389, 45.27953572, 16.47578125, 20.19716694, 16.47578125, 19.82136688, 16.47578125, 0.49891662, 16.69531250, 0.38352722, 16.47656250
21910, 119692475, 43.90775078, 16.47031250, 20.71526944, 16.47031250, 19.73529132, 16.47031250, 0.48502602, 16.69531250, 0.36175532, 16.46875000
22010, 120783754, 45.94484138, 16.47265625, 20.45248856, 16.47265625, 19.97283436, 16.47265625, 0.48986994, 16.69531250, 0.36926644, 16.47265625
22110, 121853282, 45.62367818, 16.47578125, 20.69842442, 16.47578125, 20.59737918, 16.47578125, 0.48605024, 16.70312500, 0.36329832, 16.47656250
22210, 122891386, 45.19978032, 16.47656250, 21.28012648, 16.47656250, 21.49210356, 16.47656250, 0.49096012, 16.70703125, 0.36004084, 16.47656250
22310, 124092896, 45.05787792, 16.47656250, 21.20921216, 16.47656250, 20.82881572, 16.47656250, 0.49886102, 16.70312500, 0.37788374, 16.47656250
22410, 125226679, 46.95148054, 16.47968750, 21.53335066, 16.47968750, 21.21228386, 16.47968750, 0.49401656, 16.71484375, 0.35792516, 16.48046875
22510, 126342106, 47.12512358, 16.48046875, 21.46960312, 16.48046875, 21.92752168, 16.48046875, 0.48621760, 16.71484375, 0.35926756, 16.48046875
22610, 127481941, 46.32881052, 16.48046875, 22.36295780, 16.48046875, 21.83346566, 16.48046875, 0.50231430, 16.71484375, 0.37601716, 16.48046875
22710, 128622518, 48.01314734, 16.48125000, 21.88113614, 16.48125000, 21.37338984, 16.48125000, 0.49753532, 16.71484375, 0.37499684, 16.48046875
22810, 129795088, 47.61084928, 16.48359375, 22.12725326, 16.48359375, 21.73791104, 16.48359375, 0.51163942, 16.71875000, 0.38253338, 16.48437500
22910, 130948288, 48.38783768, 16.48437500, 22.72199802, 16.48437500, 21.99519770, 16.48437500, 0.50009154, 16.71875000, 0.37260140, 16.48437500
23010, 132128009, 48.56596882, 16.48437500, 23.08796350, 16.48437500, 21.95006552, 16.48437500, 0.50277126, 16.71875000, 0.40640616, 16.48437500
23110, 133305631, 49.16838906, 16.48515625, 22.91237078, 16.48515625, 21.97647988, 16.48515625, 0.49291796, 16.72265625, 0.36959272, 16.48437500
23210, 134481608, 48.68491882, 16.48750000, 23.20803638, 16.48750000, 22.45087574, 16.48750000, 0.49741808, 16.71875000, 0.36644294, 16.48828125
23310, 135594983, 50.34901180, 16.49140625, 23.53433178, 16.49140625, 23.12636440, 16.49140625, 0.50713992, 16.72656250, 0.37510978, 16.49218750
23410, 136947503, 50.30927734, 16.49218750, 23.33608238, 16.49218750, 23.56777898, 16.49218750, 0.50205852, 16.72656250, 0.36624458, 16.49218750
23510, 138024770, 50.30378038, 16.48906250, 23.38210552, 16.48906250, 23.20784602, 16.48906250, 0.50598546, 16.73046875, 0.36493560, 16.48828125
23610, 139154600, 51.45970580, 16.49140625, 24.01494254, 16.49140625, 22.97785944, 16.49140625, 0.51348150, 16.72656250, 0.38899292, 16.49218750
23710, 140268941, 51.42336478, 16.49218750, 24.42090250, 16.49218750, 23.26373330, 16.49218750, 0.50520880, 16.72656250, 0.37104666, 16.49218750
23810, 141361317, 52.75046344, 16.49921875, 24.96926682, 16.49921875, 23.77683088, 16.49921875, 0.50001200, 16.72656250, 0.38914132, 16.50000000
23910, 142593414, 53.90894852, 16.49375000, 24.24815690, 16.49375000, 23.68389704, 16.49375000, 0.50086172, 16.73437500, 0.37434646, 16.49218750
24010, 143754291, 52.73762602, 16.49531250, 25.52438486, 16.49531250, 23.73395228, 16.49531250, 0.51089986, 16.73828125, 0.37760628, 16.49609375
24110, 144930781, 53.35127498, 16.52421875, 25.24851878, 16.52421875, 24.53889604, 16.52421875, 0.50332220, 16.76953125, 0.37235498, 16.53125000
24210, 146215464, 54.05424766, 16.53359375, 24.79767460, 16.53359375, 24.57260606, 16.53359375, 0.50357510, 16.77343750, 0.36506406, 16.53125000
24310, 147366431, 54.83831634, 16.53437500, 25.56569474, 16.53437500, 25.23664522, 16.53437500, 0.52394932, 16.77734375, 0.38916452, 16.53515625
24410, 148668880, 55.29318426, 16.53828125, 25.18796042, 16.53828125, 25.77536828, 16.53828125, 0.53463532, 16.78515625, 0.37870540, 16.53906250
24510, 149922057, 55.33372606, 16.53906250, 25.43627824, 16.53906250, 24.98897680, 16.53906250, 0.51559488, 16.78906250, 0.39815852, 16.53906250
24610, 151097381, 56.08403408, 16.53593750, 25.76928576, 16.53593750, 25.04369392, 16.53593750, 0.51355326, 16.78515625, 0.37278912, 16.53515625
24710, 152388009, 55.50097766, 16.53828125, 26.16974988, 16.53828125, 27.79498100, 16.53828125, 0.52126790, 16.79296875, 0.38687416, 16.53906250
24810, 153657720, 57.52531396, 16.54296875, 27.90565738, 16.54296875, 25.44867298, 16.54296875, 0.52890714, 16.80078125, 0.38157044, 16.54296875
24910, 154782417, 59.27951864, 16.46796875, 26.27159634, 16.46796875, 25.57397904, 16.46796875, 0.53077380, 16.80468750, 0.38197450, 16.54687500
