Size of Data, Degree of Sortedness, Bubble Runtime, Bubble Footprint, Selection Runtime, Selection Footprint, Insertion Runtime, Insertion Footprint, MergeSort Runtime, MergeSort Footprint, QuickSort Runtime, QuickSort Footprint
8710, 18677352, 7.28862704, 15.41328125, 3.50306998, 15.41406250, 3.85849088, 15.41406250, 0.32571804, 15.48437500, 0.28757172, 15.41875000
8810, 19089228, 7.74593676, 15.42500000, 3.61881856, 15.42656250, 3.56188026, 15.42812500, 0.32819168, 15.51328125, 0.28217252, 15.42578125
8910, 19501310, 7.61027910, 15.42421875, 3.69329064, 15.42421875, 3.62458722, 15.42421875, 0.30833720, 15.49921875, 0.28595620, 15.42265625
9010, 19976251, 7.88403804, 15.42343750, 3.76179120, 15.42500000, 3.71442668, 15.42656250, 0.32630942, 15.50000000, 0.28821148, 15.42343750
9110, 20408455, 7.98759820, 15.42265625, 3.84111906, 15.42343750, 3.77619106, 15.42343750, 0.31668090, 15.50000000, 0.29619702, 15.42265625
9210, 20863562, 8.16839684, 15.42812500, 3.93694840, 15.42968750, 3.90123778, 15.42968750, 0.32571736, 15.50000000, 0.31986336, 15.42578125
9310, 21336164, 8.31789722, 15.42968750, 4.00613874, 15.43281250, 3.97301560, 15.43593750, 0.32153498, 15.49453125, 0.29919176, 15.42734375
9410, 21767605, 8.53224810, 15.43203125, 4.09028438, 15.43593750, 4.06517772, 15.44218750, 0.32875034, 15.49296875, 0.31105602, 15.41406250
9510, 22243550, 8.61423298, 15.42421875, 4.14927282, 15.42500000, 4.12636812, 15.42656250, 0.32701134, 15.51406250, 0.30333038, 15.43281250
9610, 22657783, 8.85127282, 15.44765625, 4.24144006, 15.44843750, 4.29359816, 15.44921875, 0.33399222, 15.52890625, 0.30905214, 15.43906250
9710, 23158127, 8.93209316, 15.44531250, 4.35916324, 15.44921875, 4.19938062, 15.45390625, 0.32602470, 15.52656250, 0.30607152, 15.45000000
9810, 23660066, 9.25595712, 15.49843750, 4.52333460, 15.50078125, 4.51287064, 15.50234375, 0.32880210, 15.58984375, 0.30901896, 15.50625000
9910, 24159009, 9.37648008, 15.55625000, 4.57567134, 15.55781250, 4.48039510, 15.55781250, 0.33331030, 15.67265625, 0.30975024, 15.57734375
10010, 24663948, 9.94706786, 15.61328125, 4.71946590, 15.61328125, 4.55393090, 15.61328125, 0.34179098, 15.70312500, 0.30703150, 15.61328125
10110, 25147652, 9.77465676, 15.61796875, 4.76744208, 15.61796875, 4.62175600, 15.61796875, 0.32629306, 15.70625000, 0.30349270, 15.61875000
10210, 25637957, 10.27976820, 15.62578125, 5.15473324, 15.62578125, 4.71981664, 15.62578125, 0.33807952, 15.70703125, 0.30499094, 15.62656250
10310, 26120867, 10.78416362, 15.63125000, 5.12173432, 15.63125000, 5.12538536, 15.63125000, 0.34035302, 15.72734375, 0.30419376, 15.63281250
10410, 26639783, 10.31100528, 15.63984375, 5.14710678, 15.63984375, 4.89384564, 15.63984375, 0.33198666, 15.72578125, 0.31446016, 15.63828125
10510, 27210663, 10.49358294, 15.64140625, 5.05906690, 15.64140625, 4.97852520, 15.64140625, 0.32771674, 15.72968750, 0.31104422, 15.64140625
10610, 27756090, 10.70877870, 15.64843750, 5.14557838, 15.64843750, 5.10465190, 15.64843750, 0.33033210, 15.73593750, 0.31121562, 15.64765625
10710, 28271358, 11.07640990, 15.65546875, 5.45924086, 15.65546875, 5.68440572, 15.65546875, 0.35144928, 15.75390625, 0.32124202, 15.66015625
10810, 28779358, 12.34835504, 15.67890625, 5.35694650, 15.68046875, 5.25395478, 15.68046875, 0.34528924, 15.78515625, 0.32129990, 15.68359375
10910, 29386348, 11.70026478, 15.68437500, 5.37396208, 15.68437500, 5.33059380, 15.68515625, 0.34563348, 15.78281250, 0.31888856, 15.68359375
11010, 29876828, 11.43809184, 15.68750000, 5.54286094, 15.68750000, 5.47549520, 15.68906250, 0.34247590, 15.79218750, 0.33681338, 15.68750000
11110, 30435494, 12.16717836, 15.69062500, 5.63662878, 15.69218750, 5.59763010, 15.69375000, 0.34468600, 15.79843750, 0.32678552, 15.69296875
11210, 30975881, 11.92246774, 15.69921875, 5.80059156, 15.69921875, 5.69615124, 15.69921875, 0.33536150, 15.80859375, 0.33527362, 15.69609375
11310, 31589756, 12.20314312, 15.69687500, 5.81633116, 15.69843750, 5.76211416, 15.69843750, 0.33913572, 15.81250000, 0.32524164, 15.69687500
11410, 32106007, 12.47603586, 15.71093750, 5.95425600, 15.71093750, 6.06960740, 15.71093750, 0.34232980, 15.84062500, 0.32653810, 15.71796875
11510, 32703200, 12.53627564, 15.73359375, 6.04872056, 15.73515625, 5.96501998, 15.73515625, 0.35316350, 15.83984375, 0.33643634, 15.73515625
