Size of Data, Degree of Sortedness, Bubble Runtime, Bubble Footprint, Selection Runtime, Selection Footprint, Insertion Runtime, Insertion Footprint, MergeSort Runtime, MergeSort Footprint, QuickSort Runtime, QuickSort Footprint
17110, 71991347, 27.39612804, 16.17265625, 13.57840456, 16.17421875, 12.78831124, 16.17421875, 0.45755340, 16.33203125, 0.44245616, 16.17500000
17210, 72913206, 27.82120524, 16.17812500, 14.33954712, 16.17812500, 12.93526478, 16.17812500, 0.42733532, 16.33203125, 0.45764614, 16.17343750
17310, 73744388, 28.31926756, 16.17500000, 13.79103908, 16.17500000, 13.37383052, 16.17500000, 0.42471792, 16.33593750, 0.44689654, 16.17343750
17410, 74517875, 28.65965372, 16.17656250, 13.45162890, 16.17656250, 13.34799616, 16.17812500, 0.43129890, 16.33593750, 0.45842882, 16.17656250
17510, 75423567, 29.33686698, 16.17890625, 13.62845610, 16.17890625, 13.39834608, 16.17890625, 0.42487706, 16.33828125, 0.44698338, 16.17656250
17610, 76305163, 30.50787728, 16.18203125, 13.87906704, 16.18203125, 13.53919910, 16.18203125, 0.44822100, 16.34375000, 0.45010438, 16.18046875
17710, 77244039, 29.44717568, 16.18203125, 14.08782084, 16.18203125, 13.72848260, 16.18203125, 0.43985882, 16.34765625, 0.45150724, 16.17968750
17810, 78058038, 29.74373288, 16.18281250, 14.14113938, 16.18281250, 13.91696128, 16.18281250, 0.42902680, 16.34765625, 0.45225176, 16.18437500
17910, 79052114, 29.89390894, 16.19218750, 15.23326888, 16.19375000, 14.72081410, 16.19375000, 0.43269396, 16.35546875, 0.45619206, 16.18750000
18010, 79994966, 32.25191742, 16.19218750, 14.51182422, 16.19218750, 14.38605106, 16.19218750, 0.44876776, 16.35937500, 0.46289244, 16.19062500
18110, 80813872, 30.52594166, 16.18750000, 15.15166728, 16.18906250, 14.29239714, 16.18906250, 0.44470608, 16.36328125, 0.46203434, 16.18750000
18210, 81720967, 32.15657570, 16.18906250, 14.80595580, 16.18906250, 15.89307646, 16.18906250, 0.43579310, 16.36718750, 0.46586498, 16.19062500
18310, 82665958, 32.10753618, 16.19687500, 15.15818958, 16.19687500, 14.68378452, 16.19687500, 0.43471284, 16.37031250, 0.46349130, 16.19687500
18410, 83547135, 32.35291136, 16.19687500, 15.12097490, 16.19687500, 15.30484930, 16.20000000, 0.44591988, 16.37656250, 0.47280884, 16.19687500
18510, 84527419, 33.19806796, 16.14375000, 15.62643508, 16.14843750, 16.41456234, 16.15390625, 0.44969736, 16.13671875, 0.48472614, 16.12109375
18610, 85364098, 32.18500650, 16.12578125, 15.70241774, 16.13437500, 14.96235774, 16.13984375, 0.43382190, 16.12343750, 0.47736170, 16.13984375
18710, 86300692, 33.53074374, 16.15312500, 15.71072854, 16.15781250, 15.49653534, 16.16093750, 0.44553512, 16.15000000, 0.48471152, 16.15390625
18810, 87111841, 33.90883704, 16.15468750, 15.79526102, 16.16015625, 15.50684512, 16.16562500, 0.46546302, 16.12656250, 0.48477168, 16.13671875
18910, 87978018, 33.78749022, 16.15234375, 16.62101436, 16.15703125, 15.61698502, 16.16093750, 0.44359754, 16.14140625, 0.48421560, 16.13359375
19010, 88954816, 34.10833510, 16.14453125, 16.36806784, 16.14843750, 15.80853426, 16.15312500, 0.45050832, 16.15078125, 0.48873986, 16.15312500
19110, 89858504, 34.16731710, 16.12656250, 16.35786444, 16.13046875, 15.92531970, 16.13437500, 0.45907146, 16.15078125, 0.50206840, 16.11484375
19210, 90805976, 35.01610466, 16.12500000, 16.57139724, 16.12812500, 16.04978248, 16.13046875, 0.44950030, 16.13359375, 0.49476324, 16.11875000
19310, 91695839, 34.96787386, 16.12031250, 16.72552632, 16.12656250, 16.22169878, 16.13437500, 0.45227112, 16.12031250, 0.49097338, 16.11953125
19410, 92755913, 35.22691210, 16.17187500, 17.09381140, 16.18203125, 16.44251022, 16.18906250, 0.46995054, 16.22343750, 0.50433698, 16.17265625
19510, 93704454, 35.62265052, 16.14296875, 17.43491100, 16.14687500, 17.34962398, 16.15000000, 0.44846026, 16.31406250, 0.48864422, 16.12812500
19610, 94804630, 36.17210586, 16.17812500, 17.15656930, 16.17890625, 16.93255736, 16.18125000, 0.45399960, 16.36406250, 0.50100714, 16.18046875
19710, 95844366, 36.83840336, 16.18281250, 17.27340902, 16.18281250, 17.23210818, 16.18281250, 0.46667368, 16.36718750, 0.50648568, 16.18281250
19810, 96763841, 37.27473754, 16.19062500, 17.52817596, 16.19218750, 17.18327482, 16.19218750, 0.46185990, 16.37500000, 0.50909086, 16.19062500
19910, 97776728, 38.13237558, 16.20312500, 17.81396290, 16.20468750, 17.43076700, 16.20625000, 0.46438140, 16.37890625, 0.50277024, 16.18750000
20010, 98767639, 38.02885800, 16.18906250, 17.99404340, 16.18906250, 17.44877180, 16.19062500, 0.45743658, 16.37890625, 0.52189578, 16.18906250
20110, 99663946, 38.54070016, 16.18984375, 18.94702574, 16.18984375, 17.53811236, 16.18984375, 0.46231138, 16.38125000, 0.51662572, 16.19062500
20210, 100774448, 38.52420248, 16.19140625, 18.16855366, 16.19140625, 17.92314676, 16.19140625, 0.46462690, 16.38671875, 0.52089492, 16.19140625
20310, 101752024, 39.27026414, 16.19609375, 18.32312040, 16.19609375, 18.23155842, 16.19609375, 0.46119114, 16.38671875, 0.51954922, 16.19687500
20410, 102786995, 39.23770564, 16.20390625, 18.76033688, 16.20546875, 18.18206476, 16.20546875, 0.47538030, 16.38671875, 0.53876188, 16.20078125
20510, 103860676, 40.37624950, 16.19921875, 18.80550802, 16.19921875, 18.79072794, 16.19921875, 0.46760832, 16.39062500, 0.51780372, 16.19921875
20610, 104901407, 40.07824562, 16.20234375, 19.52800346, 16.20234375, 19.01271164, 16.20390625, 0.47350702, 16.40156250, 0.48114684, 16.18750000
20710, 105849875, 41.85756418, 16.18906250, 19.13123616, 16.18906250, 18.77183756, 16.18906250, 0.47424550, 16.40625000, 0.53062720, 16.20468750
20810, 106779945, 41.10174514, 16.20625000, 19.21857552, 16.20625000, 19.08568632, 16.20625000, 0.46369176, 16.41015625, 0.53096304, 16.20703125
20910, 107857649, 40.75430142, 16.25703125, 19.49044590, 16.25703125, 19.13297912, 16.25703125, 0.46425332, 16.46875000, 0.52691098, 16.27109375
21010, 108896288, 41.24006582, 16.27578125, 19.55794934, 16.27734375, 19.67843330, 16.27734375, 0.48332312, 16.48046875, 0.54960990, 16.27656250
21110, 109934215, 42.15589978, 16.35156250, 20.74563320, 16.35156250, 20.07574408, 16.35156250, 0.47111310, 16.56718750, 0.53138738, 16.36875000
21210, 110778713, 42.47271146, 16.38203125, 20.92841548, 16.38359375, 19.87164686, 16.38359375, 0.47528180, 16.57656250, 0.55796188, 16.38203125
21310, 111813923, 43.68468388, 16.38203125, 20.39512164, 16.38203125, 19.89129230, 16.38203125, 0.48606484, 16.59140625, 0.54892104, 16.38203125
21410, 112880579, 43.69299006, 16.38046875, 20.79664836, 16.38046875, 20.37601396, 16.38046875, 0.48926054, 16.60156250, 0.54717106, 16.37890625
21510, 113857890, 43.71361940, 16.38671875, 20.61005456, 16.38671875, 20.31344868, 16.38828125, 0.49251292, 16.60546875, 0.56075088, 16.38671875
21610, 114978359, 43.73144542, 16.38984375, 20.79729506, 16.38984375, 20.35217934, 16.38984375, 0.48811900, 16.60859375, 0.56502620, 16.39062500
21710, 115945266, 43.66526778, 16.39531250, 21.68619868, 16.39687500, 21.76771210, 16.39687500, 0.48033312, 16.60937500, 0.55538210, 16.39218750
21810, 116998869, 44.63100032, 16.39375000, 21.17446972, 16.39531250, 20.60378830, 16.39531250, 0.47775840, 16.61484375, 0.55250186, 16.39609375
21910, 118093646, 45.77534046, 16.39921875, 21.67582698, 16.39921875, 21.00177756, 16.39921875, 0.47992716, 16.62109375, 0.55588258, 16.39609375
22010, 119036616, 46.19235186, 16.39453125, 21.55172194, 16.39609375, 21.86981994, 16.39765625, 0.47823048, 16.61250000, 0.59610708, 16.39453125
22110, 119995414, 45.84854598, 16.39609375, 22.24204750, 16.39609375, 21.48960680, 16.39765625, 0.49280928, 16.62109375, 0.56235012, 16.39609375
22210, 120981756, 45.78621026, 16.39453125, 21.98506788, 16.39453125, 22.20032458, 16.39453125, 0.49322208, 16.61718750, 0.57769940, 16.39609375
22310, 122026832, 46.64947752, 16.39921875, 22.42048416, 16.39921875, 21.51804364, 16.40234375, 0.48890766, 16.61718750, 0.59822220, 16.39609375
22410, 123181884, 47.27066202, 16.39609375, 22.17287450, 16.39609375, 22.00735830, 16.39609375, 0.49932314, 16.62109375, 0.57590864, 16.39609375
22510, 124333402, 48.33383336, 16.40234375, 22.56141806, 16.40390625, 22.78872228, 16.40390625, 0.48738756, 16.63046875, 0.59067532, 16.40234375
22610, 125508885, 47.98106784, 16.40546875, 22.85938230, 16.40546875, 22.28152092, 16.40546875, 0.50742718, 16.63593750, 0.59278564, 16.40625000
22710, 126568290, 49.33082258, 16.40937500, 23.11780128, 16.40937500, 24.10806128, 16.40937500, 0.50026556, 16.64453125, 0.58115240, 16.40937500
22810, 127669428, 49.53044558, 16.41093750, 23.17667066, 16.41093750, 22.65684826, 16.41093750, 0.50403316, 16.64765625, 0.59013848, 16.41171875
22910, 128756323, 50.03606336, 16.41171875, 24.30428486, 16.41328125, 23.15998474, 16.41328125, 0.49862714, 16.64453125, 0.58027248, 16.41171875
23010, 129882972, 49.67941220, 16.41328125, 24.21481526, 16.41328125, 24.47558716, 16.41328125, 0.50368688, 16.64843750, 0.58907440, 16.41171875
23110, 131088669, 50.58696648, 16.41015625, 24.36657420, 16.41171875, 23.44992352, 16.41171875, 0.50323232, 16.65000000, 0.58438516, 16.41015625
23210, 132296207, 50.92922758, 16.41171875, 24.12970858, 16.41171875, 23.48921674, 16.41171875, 0.51502202, 16.65234375, 0.58863960, 16.41250000
23310, 133413151, 51.18689218, 16.41718750, 23.96281642, 16.41718750, 23.46602142, 16.41718750, 0.52132524, 16.65390625, 0.61351088, 16.41406250
23410, 134493865, 50.89521220, 16.39765625, 24.27971620, 16.39765625, 23.94389932, 16.39921875, 0.50814676, 16.64843750, 0.54906286, 16.39765625
23510, 135616036, 52.00481786, 16.41953125, 24.55307490, 16.41953125, 23.76419098, 16.41953125, 0.53167524, 16.65234375, 0.61339398, 16.41796875
23610, 136723843, 52.00238150, 16.42500000, 24.97354448, 16.42812500, 24.32238488, 16.42812500, 0.50746456, 16.66171875, 0.60359636, 16.42500000
23710, 138038506, 53.52349766, 16.42343750, 24.86538268, 16.42500000, 24.77265110, 16.42656250, 0.51200912, 16.66796875, 0.61754778, 16.42343750
23810, 139222003, 53.97784950, 16.42968750, 25.96862600, 16.42968750, 24.55309706, 16.42968750, 0.50677178, 16.66796875, 0.60461326, 16.43046875
23910, 140436473, 53.59390016, 16.41171875, 25.51658052, 16.41171875, 25.01819132, 16.41171875, 0.51486798, 16.67109375, 0.56040344, 16.41250000
24010, 141540570, 54.01036624, 16.43281250, 26.06693936, 16.43281250, 25.00169024, 16.43281250, 0.50511342, 16.67187500, 0.62022260, 16.43281250
24110, 142694912, 54.58276728, 16.42968750, 25.76574554, 16.42968750, 26.43244658, 16.42968750, 0.50605006, 16.67187500, 0.61048684, 16.42968750
24210, 143936818, 55.57968544, 16.42968750, 25.95274990, 16.42968750, 26.29261320, 16.42968750, 0.49870632, 16.67187500, 0.60878616, 16.42968750
24310, 145110106, 55.45985862, 16.43437500, 27.00433108, 16.43593750, 25.58295262, 16.43593750, 0.52285686, 16.67187500, 0.62223500, 16.43437500
24410, 146194128, 56.33892806, 16.41562500, 26.60421384, 16.41718750, 25.88345080, 16.41718750, 0.53380640, 16.67578125, 0.56885282, 16.41406250
24510, 147460742, 56.76445374, 16.43515625, 27.15939974, 16.43515625, 26.57590492, 16.43671875, 0.51854168, 16.67968750, 0.62467316, 16.43515625
24610, 148696153, 57.10110986, 16.40468750, 27.59219444, 16.40468750, 26.36189730, 16.40468750, 0.52814572, 16.68906250, 0.50727256, 16.40312500
24710, 149787133, 57.77492562, 16.38593750, 28.11044658, 16.38593750, 26.30665278, 16.38593750, 0.53855670, 16.68750000, 0.38019916, 16.36250000
24810, 151054875, 59.44510222, 16.35781250, 27.91379230, 16.35781250, 26.75690974, 16.35937500, 0.52362238, 16.71406250, 0.31276484, 16.36875000
24910, 152152657, 58.22165274, 16.40625000, 27.59508264, 16.40625000, 27.08102532, 16.40781250, 0.52616616, 16.75390625, 0.32296184, 16.40625000
